Exp,ID,Block,trial,trial_type,cueLoc,stimLoc,locDist,FixDur,SOA,CTI,stim,response,correct,RTms,prolific_id,xPixels,yPixels,dpi
SaccadeExp6,17437,Colour,49,exp,5,2,close,600,300,50,P,P,TRUE,649.733000000007,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,50,exp,5,4,close,1800,450,200,B,B,TRUE,1500.42900004768,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,51,exp,5,2,close,1000,300,50,B,B,TRUE,905.409999999974,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,52,exp,5,3,close,1400,450,200,R,R,TRUE,1212.234,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,53,exp,5,1,close,1000,450,200,P,P,TRUE,1171.65800003574,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,54,exp,5,4,close,200,650,400,R,R,TRUE,1669.98600002384,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,55,exp,5,1,close,1000,300,50,P,P,TRUE,803.418000047677,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,56,exp,5,3,close,1400,300,50,P,P,TRUE,681.984000047669,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,57,exp,5,2,close,1800,450,200,P,P,TRUE,701.648000047659,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,58,exp,5,4,close,200,300,50,R,R,TRUE,949.375999999989,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,59,exp,5,4,close,1800,650,400,P,P,TRUE,458.371000035782,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,60,exp,5,4,close,1400,650,400,P,P,TRUE,447.519000035769,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,61,exp,5,3,close,1400,300,50,R,R,TRUE,754.485000035784,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,62,exp,5,2,close,600,650,400,B,B,TRUE,670.213000011921,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,63,exp,5,3,close,1400,450,200,B,B,TRUE,1567.76100004767,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,64,exp,5,4,close,1800,300,50,R,R,TRUE,886.855000023847,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,65,exp,5,1,close,1000,300,50,B,B,TRUE,878.415000035777,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,66,exp,5,3,close,600,450,200,R,R,TRUE,908.373000035761,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,67,exp,5,2,close,1400,650,400,B,B,TRUE,1925.03900003579,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,68,exp,5,1,close,600,450,200,B,P,FALSE,989.726000011899,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,69,exp,5,2,close,600,450,200,R,R,TRUE,1101.85400001192,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,70,exp,5,4,close,1400,300,50,R,R,TRUE,763.746000047657,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,71,exp,5,4,close,200,300,50,P,P,TRUE,955.852000000014,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,72,exp,5,2,close,1000,650,400,P,P,TRUE,666.770000023826,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,73,exp,5,2,close,200,650,400,P,P,TRUE,623.278000000049,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,74,exp,5,4,close,1000,450,200,B,B,TRUE,695.772000023862,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,75,exp,5,1,close,200,450,200,P,P,TRUE,1512.10600000003,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,76,exp,5,4,close,1400,450,200,P,B,FALSE,807.988000047626,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,77,exp,5,2,close,600,650,400,R,R,TRUE,868.355000047712,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,78,exp,5,1,close,600,300,50,P,P,TRUE,776.473000047728,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,79,exp,5,1,close,200,300,50,R,R,TRUE,845.871000000043,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,80,exp,5,1,close,600,450,200,P,P,TRUE,1121.82700000005,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,81,exp,5,1,close,1400,650,400,B,B,TRUE,748.41900002386,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,82,exp,5,4,close,1000,300,50,P,P,TRUE,900.349000035785,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,83,exp,5,4,close,1000,300,50,R,R,TRUE,866.417000000016,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,84,exp,5,1,close,600,650,400,B,B,TRUE,618.080000023823,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,85,exp,5,1,close,1400,450,200,B,R,FALSE,1387.92600001197,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,86,exp,5,4,close,1800,300,50,B,B,TRUE,735.783000000054,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,87,exp,5,3,close,1000,300,50,R,R,TRUE,869.845000023837,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,88,exp,5,3,close,1000,450,200,P,P,TRUE,1045.28500003577,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,89,exp,5,1,close,200,300,50,P,R,FALSE,903.827000000048,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,90,exp,5,4,close,1400,300,50,P,B,FALSE,1040.03200002387,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,91,exp,5,3,close,1800,650,400,R,R,TRUE,717.490000023856,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,92,exp,5,4,close,1400,650,400,R,R,TRUE,682.91400004772,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,93,exp,5,1,close,600,650,400,R,R,TRUE,620.738000035752,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,94,exp,5,4,close,600,450,200,P,P,TRUE,863.018000047654,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,95,exp,5,4,close,1800,650,400,R,R,TRUE,506.764000023832,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,96,exp,5,2,close,1800,300,50,B,R,FALSE,1683.98199999996,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,97,exp,5,2,close,200,650,400,R,R,TRUE,565.270000035758,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,98,exp,5,2,close,1000,650,400,B,B,TRUE,526.072000035783,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,99,exp,5,1,close,200,650,400,B,P,FALSE,1531.97400004766,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,100,exp,5,3,close,1000,300,50,P,P,TRUE,748.46100000001,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,101,exp,5,2,close,1400,450,200,R,R,TRUE,807.74500001187,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,102,exp,5,3,close,1400,650,400,P,P,TRUE,621.277000000002,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,103,exp,5,3,close,600,650,400,R,R,TRUE,432.945000023814,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,104,exp,5,1,close,1800,300,50,P,P,TRUE,1714.72700003581,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,105,exp,5,4,close,600,300,50,B,B,TRUE,1545.77900001197,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,106,exp,5,3,close,1800,300,50,R,R,TRUE,684.33900004765,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,107,exp,5,2,close,1800,300,50,P,P,TRUE,1216.53100003581,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,108,exp,5,2,close,1000,650,400,R,R,TRUE,1036.36399999994,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,109,exp,5,2,close,600,650,400,P,P,TRUE,761.501999999979,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,110,exp,5,2,close,200,300,50,P,P,TRUE,650.366000023787,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,111,exp,5,3,close,1800,450,200,R,R,TRUE,584.73200004769,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,112,exp,5,1,close,200,450,200,R,R,TRUE,1417.52800003579,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,113,exp,5,1,close,200,300,50,B,B,TRUE,1504.35200002382,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,114,exp,5,4,close,1800,650,400,B,B,TRUE,602.609000023804,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,115,exp,5,1,close,1800,300,50,B,B,TRUE,703.897000035737,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,116,exp,5,3,close,1000,300,50,B,P,FALSE,1287.79099999997,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,117,exp,5,2,close,1400,650,400,P,P,TRUE,646.783000047668,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,118,exp,5,2,close,1400,450,200,P,P,TRUE,574.763000047649,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,119,exp,5,4,close,600,300,50,P,R,FALSE,1856.26900002384,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,120,exp,5,4,close,200,450,200,B,B,TRUE,1101.60700003582,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,121,exp,5,3,close,1000,650,400,P,P,TRUE,599.431000035722,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,122,exp,5,1,close,1800,450,200,B,B,TRUE,836.925000035786,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,123,exp,5,4,close,1400,450,200,R,R,TRUE,900.363000011886,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,124,exp,5,1,close,1400,300,50,B,R,FALSE,1182.54700000002,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,125,exp,5,4,close,600,650,400,R,R,TRUE,596.739000047673,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,126,exp,5,2,close,200,300,50,R,R,TRUE,827.76300001191,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,127,exp,5,4,close,200,650,400,P,P,TRUE,1045.17700002389,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,128,exp,5,3,close,600,300,50,R,R,TRUE,914.335000011954,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,129,exp,5,4,close,600,650,400,B,B,TRUE,563.670000047656,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,130,exp,5,2,close,1000,300,50,R,R,TRUE,1601.25800000003,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,131,exp,5,2,close,1400,300,50,R,R,TRUE,939.07000001194,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,132,exp,5,4,close,200,650,400,B,B,TRUE,626.146999999997,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,133,exp,5,3,close,1400,650,400,R,R,TRUE,699.001000047661,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,134,exp,5,1,close,1800,650,400,B,B,TRUE,991.607000011951,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,135,exp,5,1,close,600,300,50,R,R,TRUE,684.339000011911,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,136,exp,5,2,close,1800,650,400,B,B,TRUE,715.845000011963,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,137,exp,5,1,close,1400,300,50,R,R,TRUE,989.955000023823,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,138,exp,5,4,close,600,450,200,R,R,TRUE,833.825000035809,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,139,exp,5,3,close,200,300,50,P,P,TRUE,707.925000035786,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,140,exp,5,1,close,1400,650,400,P,P,TRUE,678.449000023887,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,141,exp,5,1,close,1000,300,50,R,R,TRUE,840.12500003574,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,142,exp,5,2,close,600,300,50,R,R,TRUE,997.475000011967,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,143,exp,5,2,close,1400,650,400,R,R,TRUE,736.777000023867,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,144,exp,5,2,close,600,450,200,B,B,TRUE,800.114000035799,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,145,exp,5,4,close,1800,300,50,P,P,TRUE,1275.11000003573,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,146,exp,5,1,close,1800,300,50,R,R,TRUE,679.692000011913,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,147,exp,5,4,close,200,300,50,B,B,TRUE,756.384000023827,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,148,exp,5,4,close,1000,450,200,P,P,TRUE,1409.0520000119,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,149,exp,5,1,close,200,650,400,P,P,TRUE,703.656000023824,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,150,exp,5,3,close,1800,650,400,P,P,TRUE,584.827000011923,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,151,exp,5,1,close,600,300,50,B,R,FALSE,780.267000011867,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,152,exp,5,3,close,1800,300,50,B,P,FALSE,990.863000035752,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,153,exp,5,4,close,1000,650,400,R,R,TRUE,545.503000035766,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,154,exp,5,1,close,1400,650,400,R,R,TRUE,710.287000047741,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,155,exp,5,3,close,200,450,200,R,P,FALSE,933.189000000013,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,156,exp,5,4,close,1000,300,50,B,P,FALSE,1199.5650000358,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,157,exp,5,3,close,1000,650,400,R,P,FALSE,451.061000035726,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,158,exp,5,4,close,1400,300,50,B,B,TRUE,1417.12699999998,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,159,exp,5,1,close,1800,650,400,R,R,TRUE,674.237000047695,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,160,exp,5,3,close,1800,450,200,P,P,TRUE,643.301000023843,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,161,exp,5,2,close,600,300,50,B,B,TRUE,1379.11700003571,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,162,exp,5,4,close,200,450,200,P,P,TRUE,698.479000011925,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,163,exp,5,1,close,200,450,200,B,R,FALSE,1003.11499999999,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,164,exp,5,2,close,1000,450,200,B,B,TRUE,1105.49300003576,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,165,exp,5,2,close,200,650,400,B,P,FALSE,681.902000047732,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,166,exp,5,1,close,1000,650,400,P,P,TRUE,1090.94400002388,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,167,exp,5,3,close,600,300,50,B,B,TRUE,1845.50400004769,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,168,exp,5,1,close,1000,450,200,R,R,TRUE,601.803000035812,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,169,exp,5,3,close,1800,450,200,B,B,TRUE,1363.43100004771,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,170,exp,5,4,close,600,450,200,B,B,TRUE,707.699000011897,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,171,exp,5,2,close,200,450,200,R,P,FALSE,1112.66700000002,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,172,exp,5,3,close,1000,650,400,B,P,FALSE,503.59100002388,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,173,exp,5,2,close,1000,300,50,P,P,TRUE,640.911000011954,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,174,exp,5,2,close,1800,450,200,B,B,TRUE,708.878000035766,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,175,exp,5,4,close,200,450,200,R,R,TRUE,925.880000011879,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,176,exp,5,4,close,1800,450,200,R,B,FALSE,1129.47600000002,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,177,exp,5,1,close,1400,450,200,P,P,TRUE,626.141999999993,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,178,exp,5,1,close,1400,300,50,P,P,TRUE,674.650000047637,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,179,exp,5,1,close,600,450,200,R,R,TRUE,536.340000047698,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Colour,180,exp,5,3,close,600,650,400,B,B,TRUE,1113.55800001195,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Central,1,exp,5,1,close,200,450,200,P,B,FALSE,274.24500002386,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Central,2,exp,5,4,close,200,300,50,R,B,FALSE,1181.68900001189,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Central,3,exp,5,1,close,1800,650,400,R,R,TRUE,1239.08100000001,60fe15aa117abf1e8d1dd988,1440,814,2
SaccadeExp6,17437,Central,4,exp,5,2,close,600,650,400,R,R,TRUE,676.126999999979,60fe15aa117abf1e8d1dd988,1440,814,2
